,Month,Day,Hour,electron,cool,heat
1259,2,22,10,22473.86,115.13,3608.05
1260,2,22,11,24730.75,122.06,4072.48
1261,2,22,12,25705.52,125.52,4399.65
1262,2,22,13,25550.08,129.44,4723.88
1263,2,22,14,24887.91,131.56,4999.7
1264,2,22,15,23529.78,133.4,5239.59
1265,2,22,16,21103.75,132.56,5302.65
1266,2,22,17,17543.08,129.32,5140.33
1267,2,22,18,14997.43,123.99,4674.71
1268,2,22,19,14638.38,118.36,4164.04
1269,2,22,20,15953.24,121.34,3942.32
1270,2,22,21,15371.93,115.97,3638.24
1271,2,22,22,15739.97,110.42,3108.77
1272,2,22,23,15830.43,106.35,2729.81
1273,2,23,0,15624.55,102.68,2471.28
1274,2,23,1,15426.76,101.06,2368.83
1275,2,23,2,15139.73,99.72,2235.4
1276,2,23,3,14908.23,98.13,2215.02
1277,2,23,4,14881.35,99.57,2305.35
1278,2,23,5,15389.95,102.54,2246.11
1279,2,23,6,15826.8,105.04,2262.28
1280,2,23,7,14281.16,99.98,2251.93
1281,2,23,8,15838.26,99.77,2353.21
1282,2,23,9,19189.81,104,2754.29
1283,2,23,10,21744.9,111.14,3441.5
1284,2,23,11,24605.54,119.16,4052.39
1285,2,23,12,26204.5,129.27,4660.49
1286,2,23,13,25663.92,131.48,5072.07
1287,2,23,14,24288.48,134.73,5385.15
1288,2,23,15,24657.86,138.56,5486.77
1289,2,23,16,22002.97,139.13,5605.7
1290,2,23,17,18111.28,135.79,5455.2
1291,2,23,18,14783.9,125.78,4869.07
1292,2,23,19,14259.55,119.45,4341.64
1293,2,23,20,13634.43,113.34,3966.89
1294,2,23,21,15152.99,115.64,3720.49
1295,2,23,22,14539.49,109.57,3351.71
1296,2,23,23,13005.92,96.69,2733.93
1297,2,24,0,13139.14,95.04,2547.28
1298,2,24,1,12950.6,92.97,2413.9
1299,2,24,2,12790.32,91.47,2221.28
1300,2,24,3,12625.98,90.27,2210.55
1301,2,24,4,12637.92,90.65,2157.35
1302,2,24,5,13841.44,96.99,2210.43
1303,2,24,6,16435.08,107.24,2291.56
1304,2,24,7,16638.27,107.27,2248.86
1305,2,24,8,18767.37,109.11,2501.07
1306,2,24,9,22779.39,117.68,3002.77
1307,2,24,10,24522.54,123.24,3721.57
1308,2,24,11,26191.71,128.7,4311.42
1309,2,24,12,27339.13,135.42,4820.03
1310,2,24,13,27760.33,139.83,5163.9
1311,2,24,14,28008.96,147.5,5616.68
1312,2,24,15,26271.57,146.99,5656.74
1313,2,24,16,23841.13,146.32,5747.12
1314,2,24,17,20095.84,143.17,5639.08
1315,2,24,18,16709.07,132.99,5047.1
1316,2,24,19,16071.48,126.83,4537.77
1317,2,24,20,15284.67,120.75,4151.47
1318,2,24,21,15748.83,118.05,3793.52
1319,2,24,22,16071.25,114.84,3439.7
1320,2,24,23,14668.94,103.07,2902.33
1321,2,25,0,14436.02,98.14,2560.23
1322,2,25,1,14490.93,98.05,2511.92
1323,2,25,2,13617.04,93.29,2256.72
1324,2,25,3,13168.89,90.75,2132.42
1325,2,25,4,13185.86,91.63,2173.16
1326,2,25,5,13851.93,96.93,2333.28
1327,2,25,6,14379.11,99.82,2331.75
1328,2,25,7,14932.19,102.8,2423.63
1329,2,25,8,16347.45,101.99,2595.23
1330,2,25,9,19506.81,107.78,3085.89
1331,2,25,10,21940.66,109.76,3290.3
1332,2,25,11,24620.73,114.07,3563.27
1333,2,25,12,25883.45,116.1,3687.1
1334,2,25,13,26228.48,117.91,3757.07
1335,2,25,14,25063.2,120.46,3964.65
1336,2,25,15,23668.81,121,4101.78
1337,2,25,16,21308.36,122.07,4229.79
1338,2,25,17,17809.73,119.39,4135.79
1339,2,25,18,15056.6,114.09,3775.33
1340,2,25,19,14357.6,109.58,3397.71
1341,2,25,20,13355.81,101.93,2981.76
1342,2,25,21,14043.26,102.02,2754.33
1343,2,25,22,15145.81,102.59,2449.56
1344,2,25,23,14275.7,97.09,2237.81
1345,2,26,0,14215.03,96.23,2184.68
1346,2,26,1,14261.63,95.71,2118.46
1347,2,26,2,14131.95,93.72,1960.66
1348,2,26,3,14035.63,93.4,1914.7
1349,2,26,4,13958.36,94.47,1925.27
1350,2,26,5,14606.18,97.56,1875.68
1351,2,26,6,15264.96,102.84,2059.5
1352,2,26,7,14702.51,100.08,2030.62
1353,2,26,8,15977.94,99.34,2203.25
1354,2,26,9,18892.87,100.63,2380.17
1355,2,26,10,21010.13,103.63,2621.38
1356,2,26,11,24854.9,109.68,3029.28
1357,2,26,12,25901.53,114.23,3411.67
1358,2,26,13,27470.9,126.77,4045.03
1359,2,26,14,25859.21,120.73,3902.74
1360,2,26,15,22271.03,104.49,3360.68
1361,2,26,16,22973.88,128.99,4425.6
1362,2,26,17,19527.49,127.11,4308.53
1363,2,26,18,16607.03,120.56,3879.67
1364,2,26,19,14829.39,110.55,3371.54
1365,2,26,20,14059.95,104.9,3050.21
1366,2,26,21,13704.65,102.19,2897.94
1367,2,26,22,13203.17,97.38,2623.66
1368,2,26,23,12553.12,90.32,2240.58
1369,2,27,0,12205.78,87.79,2099.04
1370,2,27,1,12051.86,87.07,2054.68
1371,2,27,2,11951.05,86.13,1949.09
1372,2,27,3,11787.66,84.46,1823.61
1373,2,27,4,11804.64,85.79,1823.13
1374,2,27,5,12082.81,87.44,1871.75
1375,2,27,6,12442.79,90.51,1946.28
1376,2,27,7,12622.35,91,1957.74
1377,2,27,8,15080.3,91.49,2011.3
1378,2,27,9,18392.4,94.7,2348.65
1379,2,27,10,20988.06,99.5,2737.75
1380,2,27,11,23342.46,106.03,3175.9
1381,2,27,12,24937.25,113.37,3622.87
1382,2,27,13,26550.33,121.7,3990.39
1383,2,27,14,25329.16,124.65,4270.35
1384,2,27,15,23928.37,125.1,4366.55
1385,2,27,16,21507.09,123.72,4342.62
1386,2,27,17,18018.12,121.17,4173.68
1387,2,27,18,15629.99,116.93,3866.48
1388,2,27,19,14371.54,109.2,3408.44
1389,2,27,20,13534.54,103.96,3088.79
1390,2,27,21,13251.08,100.94,2919.38
1391,2,27,22,12952.99,96.8,2677.75
1392,2,27,23,12560.28,93.44,2504.6
1393,2,28,0,17884.18,110.31,2292.42
1394,2,28,1,17884.2,109.05,2190.73
1395,2,28,2,17884.22,108.52,2090.08
1396,2,28,3,17884.26,107.52,1970.57
1397,2,28,4,17884.22,108.23,1993.88
1398,2,28,5,17884.18,108.87,2018.83
1399,2,28,6,17884.2,110.12,2031.29
1400,2,28,7,18146.53,110.46,2057.93
1401,2,28,8,20478.75,111.25,2129.14
1402,2,28,9,23614.03,111.12,2176.25
1403,2,28,10,26188.16,113.67,2462.99
1404,2,28,11,27713.09,115.23,2629.66
1405,2,28,12,27306.01,116.41,2783.22
1406,2,28,13,25545.53,116.73,2791.52
1407,2,28,14,27438.97,118.94,2986.17
1408,2,28,15,25695.45,120.39,3133.79
1409,2,28,16,23059.59,120.55,3135.69
1410,2,28,17,20328.26,119.75,3057.55
1411,2,28,18,18971.75,116.88,2791.4
1412,2,28,19,18423.11,114.57,2554.25
1413,2,28,20,18155.17,112.73,2387.93
1414,2,28,21,17884.15,112.01,2278.68
1415,2,28,22,17884.15,110.19,2176.22
1416,2,28,23,17884.13,109.11,2085.13
1417,3,1,0,17884.17,107.97,1971.18
1418,3,1,1,17884.2,108.94,2041.2
1419,3,1,2,17884.24,108.57,1915.57
1420,3,1,3,17884.27,108.07,1823.32
1421,3,1,4,17884.26,108.38,1821.47
1422,3,1,5,17884.36,110.33,1817.92
1423,3,1,6,17884.39,112.93,1923.87
1424,3,1,7,18111.56,112.26,1893.29
1425,3,1,8,20031.61,113.8,2074.66
1426,3,1,9,22500.5,113.04,2173.13
1427,3,1,10,24541.98,119.04,2823.45
1428,3,1,11,26282.85,120.48,3048.51
1429,3,1,12,26929.02,125.4,3545.99
1430,3,1,13,26708.4,127.87,3802.36
1431,3,1,14,25559.26,129.02,3928.55
1432,3,1,15,24184.84,131.35,4157.98
1433,3,1,16,23242.41,132.67,4244.44
1434,3,1,17,20541.97,131.96,4187.25
1435,3,1,18,18485.29,118.23,3274.31
1436,3,1,19,18184.72,124.83,3509.54
1437,3,1,20,17922.57,121.91,3214.05
1438,3,1,21,17884.13,120.89,3143.79
1439,3,1,22,17884.15,114.97,2678.22
1440,3,1,23,17884.16,110.38,2302.79
1441,3,2,0,17884.19,108.93,2148.79
1442,3,2,1,17884.24,108.76,2189.55
1443,3,2,2,17884.26,108.59,2171.98
1444,3,2,3,17884.22,108.41,2097.53
1445,3,2,4,17884.3,108.92,2120
1446,3,2,5,17884.27,111.02,2201.35
1447,3,2,6,17884.37,112.32,2251.35
1448,3,2,7,18118.05,113.59,2352.39
1449,3,2,8,19959.63,114.83,2558.24
1450,3,2,9,22276.04,120.29,3106.04
1451,3,2,10,24177.43,128.72,3952.99
1452,3,2,11,25747.05,133.78,4378.92
1453,3,2,12,26639.06,138.22,4744.91
1454,3,2,13,26540.5,140.52,5014.03
1455,3,2,14,26214.73,143.38,5256.78
1456,3,2,15,24942.38,145.06,5313.65
1457,3,2,16,23593.25,145.44,5431.5
1458,3,2,17,20934.89,143.82,5337.76
1459,3,2,18,18799.65,140.58,5035.52
1460,3,2,19,18198.7,135.84,4542.87
1461,3,2,20,17901.5,130.1,4101.69
1462,3,2,21,17884.13,125.88,3720.88
1463,3,2,22,17884.13,119.28,3183.84
1464,3,2,23,17884.12,114.25,2797.62
1465,3,3,0,17884.14,112.3,2613.83
1466,3,3,1,17884.19,111.73,2519.58
1467,3,3,2,17884.18,111.23,2519.66
1468,3,3,3,17884.19,111.03,2365.35
1469,3,3,4,17884.19,109.79,2187.02
1470,3,3,5,17884.33,111.95,2257.7
1471,3,3,6,17884.49,113.26,2317.38
1472,3,3,7,18127.46,113.19,2373.96
1473,3,3,8,19795.83,114.39,2516.38
1474,3,3,9,22370.3,119.8,3089.98
1475,3,3,10,24441.04,131.04,4090.6
1476,3,3,11,25825.41,139.71,4897.7
1477,3,3,12,26497.2,147.35,5557.33
1478,3,3,13,27019.21,150.46,5770.95
1479,3,3,14,25602.85,153.91,6092.23
1480,3,3,15,25076.65,154.59,6272.51
1481,3,3,16,23261.63,152.8,6158.04
1482,3,3,17,20520.9,146.73,5625.95
1483,3,3,18,18523.07,136.16,4701.57
1484,3,3,19,18071.3,124.79,3819.24
1485,3,3,20,17884.05,121.17,3544.36
1486,3,3,21,17884.06,118.97,3328
1487,3,3,22,17884.09,116.31,3147.22
1488,3,3,23,17884.1,110.85,2744.46
1489,3,4,0,17884.11,108.82,2573.36
1490,3,4,1,17884.13,108.06,2484.83
1491,3,4,2,17884.16,106.76,2352.77
1492,3,4,3,17884.19,106.29,2231.33
1493,3,4,4,17884.16,106.39,2172.4
1494,3,4,5,17884.17,109.65,2310.17
1495,3,4,6,17884.47,110.69,2342.21
1496,3,4,7,18141.12,111.32,2360.05
1497,3,4,8,19960.34,112.54,2560.38
1498,3,4,9,22366.68,115.73,2942.19
1499,3,4,10,24142.06,120.4,3400.91
1500,3,4,11,25551.22,127.02,3978.4
1501,3,4,12,25893.56,128.14,4081.48
1502,3,4,13,26989.31,131.44,4296.81
1503,3,4,14,26045.22,133.51,4485.4
1504,3,4,15,25279.93,134.17,4633.39
1505,3,4,16,23585.8,135.28,4722.93
1506,3,4,17,20983.83,133.75,4605.55
1507,3,4,18,18791.77,129.47,4204.42
1508,3,4,19,18230.31,125.4,3844.8
1509,3,4,20,17945.6,122.35,3566.12
1510,3,4,21,17884.06,120.47,3380.16
1511,3,4,22,17884.05,115.44,3037.97
1512,3,4,23,17884.09,110.73,2634.19
1513,3,5,0,17884.11,107.76,2379.73
1514,3,5,1,17884.18,107.67,2280.33
1515,3,5,2,17884.17,106.82,2156.17
1516,3,5,3,17884.2,106.45,2094.68
1517,3,5,4,17884.27,106.1,2044.41
1518,3,5,5,17884.28,109.28,2237.77
1519,3,5,6,17885.03,111.4,2379.65
1520,3,5,7,18170.53,112.65,2447.78
1521,3,5,8,20098.86,114.88,2796.99
1522,3,5,9,22486.11,122.76,3559.06
1523,3,5,10,24713.55,132.52,4392.61
1524,3,5,11,26411.98,137.65,4820.98
1525,3,5,12,27080.5,141.12,5166.81
1526,3,5,13,27430.42,146.71,5642.68
1527,3,5,14,26360.61,148.42,5868.97
1528,3,5,15,25400.48,151.18,6026.62
1529,3,5,16,24550.05,151.71,6122.32
1530,3,5,17,21335.57,149.87,5950.42
1531,3,5,18,18781.78,144.97,5542.88
1532,3,5,19,18188.77,138.8,5030.02
1533,3,5,20,17904.82,133.46,4533.75
1534,3,5,21,17884.03,129.55,4203.25
1535,3,5,22,17884.07,123.95,3768.18
1536,3,5,23,17884.1,117.96,3279.12
1537,3,6,0,17884.1,113.62,2890.67
1538,3,6,1,17884.14,113.89,2867.11
1539,3,6,2,17884.15,114.28,2900.41
1540,3,6,3,17884.16,113.65,2776.07
1541,3,6,4,17884.23,113.49,2773.63
1542,3,6,5,17884.15,115.64,2919.7
1543,3,6,6,17885.02,117.38,3044.92
1544,3,6,7,18206.29,119.78,3280.14
1545,3,6,8,20432.94,121.27,3493.3
1546,3,6,9,23401.22,129.27,4223.19
1547,3,6,10,26120.14,135.61,4790.34
1548,3,6,11,28177.91,140.62,5204.2
1549,3,6,12,28836.3,145.41,5634.35
1550,3,6,13,28683.58,147.43,5791.18
1551,3,6,14,28004.35,149.51,5962.82
1552,3,6,15,26668.56,151.4,6133.87
1553,3,6,16,24638.78,153.4,6299.89
1554,3,6,17,21558.02,151.58,6139.85
1555,3,6,18,18838.31,147.46,5750.84
1556,3,6,19,18180.53,141.5,5250.92
1557,3,6,20,17907.61,138.07,4928.28
1558,3,6,21,17884.03,130.4,4283.38
1559,3,6,22,17884.06,126.11,3923.68
1560,3,6,23,17884.08,121.74,3590.48
1561,3,7,0,17884.1,119.59,3379.55
1562,3,7,1,17884.16,117.06,3203.84
1563,3,7,2,17884.15,115.27,3011.53
1564,3,7,3,17884.18,111.93,2718.2
1565,3,7,4,17884.17,111.73,2696.06
1566,3,7,5,17884.16,113.81,2841.24
1567,3,7,6,17885.34,116.76,3014.59
1568,3,7,7,18366.41,119.25,3202.49
1569,3,7,8,20465.37,121,3430.61
1570,3,7,9,23484.87,128.55,4129.46
1571,3,7,10,25249.43,135.52,4768.04
1572,3,7,11,25943.16,141.39,5280.14
1573,3,7,12,26317.31,145.48,5650.68
1574,3,7,13,26991.47,148.6,5932.1
1575,3,7,14,27082.98,153.88,6420.13
1576,3,7,15,26519.24,157.25,6670.11
1577,3,7,16,24807.83,159.18,6804.33
1578,3,7,17,21085.66,156.32,6557.41
1579,3,7,18,18634.53,150.5,6037.02
1580,3,7,19,18029.64,145.3,5603.9
1581,3,7,20,17883.97,141.38,5266.14
1582,3,7,21,17883.96,136.93,4914.38
1583,3,7,22,17883.94,135.32,4706.69
1584,3,7,23,17884,131.5,4399.08
1585,3,8,0,17884.04,126.84,4010.48
1586,3,8,1,17884.06,124.86,3868.45
1587,3,8,2,17884.06,123.41,3789.93
1588,3,8,3,17884.08,123.73,3773.63
1589,3,8,4,17884.1,123.97,3772.28
1590,3,8,5,17884.19,127.38,3980.23
1591,3,8,6,17884.17,128.43,4049.52
1592,3,8,7,18138.86,129.39,4156.44
1593,3,8,8,19949.52,131.92,4372.34
1594,3,8,9,23075.07,138.81,5044.77
1595,3,8,10,26059.55,149.23,5931.76
1596,3,8,11,28101.88,155.09,6402.88
1597,3,8,12,28921.05,157.58,6555.24
1598,3,8,13,28885.65,158.92,6725.54
1599,3,8,14,28826.35,164.51,7175.96
1600,3,8,15,26470.06,166,7270.62
1601,3,8,16,23765.03,164.49,7200.96
1602,3,8,17,20629.55,159.24,6761.27
1603,3,8,18,18637.7,152.07,6118.55
1604,3,8,19,18095.76,146.56,5653.71
1605,3,8,20,17884.01,140.75,5178.41
1606,3,8,21,17884.02,136.24,4768.4
1607,3,8,22,17884.01,133.14,4554.2
1608,3,8,23,17884.03,127.11,4076.23
1609,3,9,0,17884.08,122.84,3707.74
1610,3,9,1,17884.1,120.24,3480.81
1611,3,9,2,17884.16,118.14,3299.79
1612,3,9,3,17884.18,117.16,3204.8
1613,3,9,4,17884.14,118.78,3273.16
1614,3,9,5,17884.23,122.1,3521.19
1615,3,9,6,17884.19,127.68,3996.86
1616,3,9,7,17908.53,127.46,3956
1617,3,9,8,18363.11,128.09,3994.23
1618,3,9,9,20778.33,131.18,4285.73
1619,3,9,10,22462.78,122.34,3877.66
1620,3,9,11,24892.48,129.04,4360.1
1621,3,9,12,25557.28,131.26,4526.12
1622,3,9,13,25898.05,132.1,4650.78
1623,3,9,14,26416.5,133.3,4737.51
1624,3,9,15,25501.61,135.13,4867.67
1625,3,9,16,23949.62,133.3,4719.11
1626,3,9,17,21343.47,129.97,4342.17
1627,3,9,18,18869,123.62,3864.01
1628,3,9,19,18192.19,116.79,3214.43
1629,3,9,20,17914.88,114.24,2986.89
1630,3,9,21,17884.1,110.65,2713.2
1631,3,9,22,17884.1,107.27,2415.66
1632,3,9,23,17884.07,103.22,2142.44
1633,3,10,0,17884.08,101.13,1959.27
1634,3,10,1,17884.13,98.82,1730.87
1635,3,10,2,17884.17,97.66,1637.88
1636,3,10,3,17884.18,97.51,1575.98
1637,3,10,4,17884.23,97.55,1514.1
1638,3,10,5,17884.23,99.38,1625.73
1639,3,10,6,17885.07,101.63,1720.37
1640,3,10,7,18146.15,101.92,1717.24
1641,3,10,8,19913.48,101.26,1738.46
1642,3,10,9,22208.49,103.8,2032.29
1643,3,10,10,24471.73,107.6,2356.54
1644,3,10,11,26090.48,112,2731.99
1645,3,10,12,26965.65,117.43,3217.83
1646,3,10,13,27108.36,124.47,3788.53
1647,3,10,14,26635.86,125.87,3951.71
1648,3,10,15,26146.45,131.15,4353.39
1649,3,10,16,24746.21,133.72,4569.62
1650,3,10,17,21621.24,131.52,4362.62
1651,3,10,18,18882.12,126.98,3956.36
1652,3,10,19,18276.14,121.94,3503.58
1653,3,10,20,18001.18,118.5,3223.92
1654,3,10,21,17884.03,116.39,3055.38
1655,3,10,22,17884.03,112.82,2782.52
1656,3,10,23,17884.05,110.21,2600.86
1657,3,11,0,17884.09,108.34,2431.99
1658,3,11,1,17884.17,107.57,2270.71
1659,3,11,2,17884.15,105.69,2143.95
1660,3,11,3,17884.16,105.13,2068.02
1661,3,11,4,17884.16,105.32,2022.22
1662,3,11,5,17884.28,107.33,2112.85
1663,3,11,6,17886.91,109.24,2226.18
1664,3,11,7,18402.46,108.87,2173.09
1665,3,11,8,20952.01,110.8,2414.98
1666,3,11,9,23946.58,113.7,2687.87
1667,3,11,10,25518.69,117.42,3058.56
1668,3,11,11,22691.89,89.69,1592.96
1669,3,11,12,21817.97,70.98,714.39
1670,3,11,13,21543.72,65.16,327.05
1671,3,11,14,21715.03,65.51,320.91
1672,3,11,15,21432.39,65.77,342.42
1673,3,11,16,20021.61,66.12,333.82
1674,3,11,17,18503.27,66.19,310.97
1675,3,11,18,17911.98,103.99,2403.27
1676,3,11,19,17884.99,104.32,2380.34
1677,3,11,20,17884.04,101.9,2162.15
1678,3,11,21,17884.03,98.64,1825.18
1679,3,11,22,17884.06,94.66,1566.42
1680,3,11,23,17884.05,92.74,1495.98
1681,3,12,0,17884.1,91.64,1375.16
1682,3,12,1,17884.11,91.85,1361.32
1683,3,12,2,17884.19,92.35,1399.82
1684,3,12,3,17884.2,90.7,1276.7
1685,3,12,4,17884.18,90.48,1197.49
1686,3,12,5,17884.29,93.95,1401.42
1687,3,12,6,17884.75,96.25,1515.29
1688,3,12,7,18039.86,96.47,1505.45
1689,3,12,8,19259.42,96.6,1579.34
1690,3,12,9,20336.91,96.93,1630.22
1691,3,12,10,22354.72,97.67,1713.27
1692,3,12,11,22307.36,99.6,1901.91
1693,3,12,12,24387.6,100.7,2024.07
1694,3,12,13,21762.59,100.91,2046.52
1695,3,12,14,19067.94,99.97,1878.12
1696,3,12,15,18979.53,98.72,1770.09
1697,3,12,16,20426.43,98.56,1779.41
1698,3,12,17,19427.74,99.69,1862.71
1699,3,12,18,18050.16,98.43,1720.91
1700,3,12,19,17887.45,96.84,1616.58
1701,3,12,20,17884.05,96.21,1603.65
1702,3,12,21,17884.08,94.53,1455.29
1703,3,12,22,17884.09,93.23,1384.86
1704,3,12,23,17884.11,91.87,1313.29
1705,3,13,0,17884.1,89.42,1093.56
1706,3,13,1,17884.18,90.17,1146
1707,3,13,2,17884.23,90.51,1157.72
1708,3,13,3,17884.2,89.09,1034.5
1709,3,13,4,17884.18,90.73,1151.28
1710,3,13,5,17884.11,92.53,1279.32
1711,3,13,6,17884.61,92.87,1262.71
1712,3,13,7,18004.03,94.55,1328.69
1713,3,13,8,19194.96,95.58,1433.05
1714,3,13,9,22463.53,95.1,1484.58
1715,3,13,10,24120.87,94.65,1478.98
1716,3,13,11,23478.27,96.6,1645
1717,3,13,12,21454.62,96.38,1607.73
1718,3,13,13,22587.09,97.04,1681.07
1719,3,13,14,21273.26,96.22,1615.95
1720,3,13,15,21703.39,97.95,1778.63
1721,3,13,16,21224.87,98.25,1811.03
1722,3,13,17,20217.97,99.4,1911.64
1723,3,13,18,18366.95,98.38,1796.71
1724,3,13,19,17970.11,96.94,1696.05
1725,3,13,20,17884.07,95.16,1529.92
1726,3,13,21,17884.08,93.42,1380.27
1727,3,13,22,17884.04,91.72,1240.21
1728,3,13,23,17884.35,91.86,1304.83
1729,3,14,0,17884.1,90.29,1166.06
1730,3,14,1,17884.12,89.72,1080.42
1731,3,14,2,17884.2,90.79,1174.2
1732,3,14,3,17884.19,89.85,1046.06
1733,3,14,4,17884.19,90.99,1128.24
1734,3,14,5,17884.13,92.43,1218.02
1735,3,14,6,17885.84,93.07,1223.3
1736,3,14,7,18254.46,93.72,1224.31
1737,3,14,8,20206.39,95.36,1402.85
1738,3,14,9,22505.28,95.38,1462.86
1739,3,14,10,24108.77,95.87,1589.35
1740,3,14,11,25679.47,97.19,1710.25
1741,3,14,12,26126.46,98.43,1872.22
1742,3,14,13,25722.99,100.25,2069.97
1743,3,14,14,25129.95,103.31,2307
1744,3,14,15,23882.64,105.14,2519.15
1745,3,14,16,21891.26,107.79,2681.96
1746,3,14,17,20422.15,103.96,2421.4
1747,3,14,18,18760.1,103.28,2327.59
1748,3,14,19,18159.99,101.8,2174.6
1749,3,14,20,17973.04,100.35,2029.2
1750,3,14,21,17884.07,99.54,1908.07
1751,3,14,22,17884.06,97.34,1771.4
1752,3,14,23,17884.08,94.5,1569.21
1753,3,15,0,17884.1,92.93,1404.85
1754,3,15,1,17884.03,92.13,1336.42
1755,3,15,2,17884.13,91.77,1278.09
1756,3,15,3,17884.14,92.29,1291.59
1757,3,15,4,17884.07,92.98,1317.53
1758,3,15,5,17884.23,94.58,1349.59
1759,3,15,6,17884.67,96.87,1511.49
1760,3,15,7,18088.87,97.65,1557.35
1761,3,15,8,18825.64,97.93,1607.36
1762,3,15,9,19721.55,97.88,1649.2
1763,3,15,10,21905.41,99.85,1914.01
1764,3,15,11,23289.71,106.99,2568.97
1765,3,15,12,24451.32,114.12,3192.72
1766,3,15,13,26731.39,118.91,3579.76
1767,3,15,14,24918.61,120.63,3728.27
1768,3,15,15,24877.29,123.97,3990.47
1769,3,15,16,23914.15,127.07,4314.59
1770,3,15,17,20956.35,128.26,4401.65
1771,3,15,18,18812.75,125.14,4126.9
1772,3,15,19,18194.57,121.48,3750.41
1773,3,15,20,17894.49,116.94,3402.92
1774,3,15,21,17884.16,114.26,3170.13
1775,3,15,22,17884.07,109.66,2803.97
1776,3,15,23,17884.08,105.27,2478.47
1777,3,16,0,17884.11,101.61,2157.97
1778,3,16,1,17884.15,99.72,1926.74
1779,3,16,2,17884.33,98.5,1788.36
1780,3,16,3,17884.33,97.4,1694.98
1781,3,16,4,17884.28,97.42,1678.1
1782,3,16,5,17884.22,94.93,1370.13
1783,3,16,6,17887.98,100.92,1772.78
1784,3,16,7,18457.91,103.15,1915.03
1785,3,16,8,21176.96,102.84,1954.33
1786,3,16,9,22250.56,104.12,2049.29
1787,3,16,10,25272.54,106.17,2235.05
1788,3,16,11,26197.11,106.13,2192.04
1789,3,16,12,27886.45,108.06,2399.65
1790,3,16,13,27863.11,109.63,2534.4
1791,3,16,14,25909.6,110.57,2641.34
1792,3,16,15,25731.29,112.27,2774.34
1793,3,16,16,23647.09,112.63,2843.12
1794,3,16,17,21140.51,112.05,2819.98
1795,3,16,18,18964.01,109.58,2586.44
1796,3,16,19,18397.59,108.14,2429.83
1797,3,16,20,18100.42,106.76,2333.28
1798,3,16,21,17884.09,105.77,2243.21
1799,3,16,22,17884.13,102.71,2039.49
1800,3,16,23,17884.15,99.9,1841.6
1801,3,17,0,17884.12,88.93,910.55
1802,3,17,1,17884.25,98.93,1687.52
1803,3,17,2,17884.2,98.42,1641.27
1804,3,17,3,17884.19,97.66,1537.98
1805,3,17,4,17884.38,97.75,1490.62
1806,3,17,5,17884.42,99.91,1539.22
1807,3,17,6,17888.89,104.62,1831.9
1808,3,17,7,18559.28,104.21,1792.56
1809,3,17,8,21246.39,105.75,2027.12
1810,3,17,9,24118.07,105.87,2142.8
1811,3,17,10,26646.51,110.12,2635.97
1812,3,17,11,28244.7,112.9,2874.24
1813,3,17,12,26829.48,108.59,2719.33
1814,3,17,13,28926.63,122.04,3704.05
1815,3,17,14,28384.83,125.67,3982.42
1816,3,17,15,26957.47,127.44,4200.49
1817,3,17,16,23614.84,128.55,4294.49
1818,3,17,17,21554.52,126.91,4187.11
1819,3,17,18,18749.65,123.78,3908.27
1820,3,17,19,18219.35,119.29,3509.7
1821,3,17,20,17957.88,115.98,3257.05
1822,3,17,21,17884.09,114.53,3133.71
1823,3,17,22,17884.08,110.19,2815.61
1824,3,17,23,17884.1,105.48,2442.69
1825,3,18,0,17884.13,90.53,1196.13
1826,3,18,1,17884.21,90.43,1155.46
1827,3,18,2,17884.19,101.99,2055.04
1828,3,18,3,17884.2,84.05,501.54
1829,3,18,4,17884.23,96.85,1536.38
1830,3,18,5,17884.24,92.57,1070.41
1831,3,18,6,17890.1,106.07,2123.97
1832,3,18,7,18421.63,105.86,2099.23
1833,3,18,8,21048.14,107.73,2350.26
1834,3,18,9,24176.59,112.13,2886.73
1835,3,18,10,26372.19,121.32,3715.94
1836,3,18,11,27642.96,127.32,4245.29
1837,3,18,12,28598.35,132.21,4715.33
1838,3,18,13,29425.5,137.94,5175.43
1839,3,18,14,28336.28,141.3,5365.87
1840,3,18,15,27068.15,142.03,5513.38
1841,3,18,16,24989.42,143.33,5622.49
1842,3,18,17,21913.05,141.08,5433.22
1843,3,18,18,19061.73,136.92,5107.02
1844,3,18,19,18310.45,130.66,4601.04
1845,3,18,20,17968.88,125.49,4157.63
1846,3,18,21,17884.04,121.08,3734.33
1847,3,18,22,17884.06,117.76,3515.31
1848,3,18,23,17884.11,114.57,3246.79
1849,3,19,0,17884.14,76.1,12.53
1850,3,19,1,17884.21,76.18,12.54
1851,3,19,2,17884.23,98.54,1863.76
1852,3,19,3,17884.24,83.85,589.44
1853,3,19,4,17884.21,77.52,12.66
1854,3,19,5,17884.25,92.85,1172.53
1855,3,19,6,17890.54,108.46,2359.59
1856,3,19,7,18679.85,109.47,2498.75
1857,3,19,8,21366.23,113.37,2933.25
1858,3,19,9,24162.11,122.68,3802.19
1859,3,19,10,26871.26,128.94,4410.39
1860,3,19,11,28386.3,135.49,4965.97
1861,3,19,12,29024.7,140.51,5414.3
1862,3,19,13,29001.85,144.07,5658.82
1863,3,19,14,28200.43,148.6,6034.36
1864,3,19,15,26835.2,149.91,6155.63
1865,3,19,16,24776.1,150.82,6231.42
1866,3,19,17,21790.15,148.93,6094.71
1867,3,19,18,19037.47,142.05,5517.33
