,Month,Day,Hour,electron,cool,heat
634,1,27,9,18183.29,99.22,1784.84
635,1,27,10,20794.67,99.62,1950.62
636,1,27,11,22637.26,101.89,2084.52
637,1,27,12,23453.14,103.52,2349.88
638,1,27,13,23206.6,105.13,2521.66
639,1,27,14,22590.93,107.91,2768.04
640,1,27,15,21085.61,106.45,2797.45
641,1,27,16,18542.32,106.78,2819.09
642,1,27,17,15420.41,104.43,2733.35
643,1,27,18,14581.57,100.6,2425.59
644,1,27,19,14221.57,99.17,2277.77
645,1,27,20,13841.34,97.12,2169.11
646,1,27,21,13460.3,94.65,2099.58
647,1,27,22,13022.05,90.47,1961.6
648,1,27,23,12431.89,86.03,1848.91
649,1,28,0,12589.68,85.54,1776.63
650,1,28,1,12626.45,86.23,1761.39
651,1,28,2,12616.28,85.77,1752.01
652,1,28,3,12489.38,85.8,1791.91
653,1,28,4,12629.99,86.33,1792.47
654,1,28,5,13120.96,90.55,1913.1
655,1,28,6,13695.65,95.54,2067.65
656,1,28,7,14124.87,99.55,2106.73
657,1,28,8,14364.97,101.83,2255.75
658,1,28,9,15992.55,102.14,2318.63
659,1,28,10,19199.35,105.62,2648.86
660,1,28,11,21063.69,112.93,3167.88
661,1,28,12,23179.59,117.62,3579.83
662,1,28,13,21012.41,117.25,3728.25
663,1,28,14,23331.43,125.37,4178.25
664,1,28,15,23071.17,126.9,4399.61
665,1,28,16,20669.45,129.02,4589.05
666,1,28,17,17434.75,125.51,4370.16
667,1,28,18,15934.62,119.47,3913.02
668,1,28,19,14343.54,105.64,3137.56
669,1,28,20,13657.56,100.52,2846.28
670,1,28,21,13325.55,99.8,2831.06
671,1,28,22,12968.13,95.81,2689.3
672,1,28,23,12561.86,91.74,2495.24
673,1,29,0,12720.1,92.01,2432.08
674,1,29,1,12695.3,92.34,2443.97
675,1,29,2,12662.39,89.86,2354.93
676,1,29,3,12537.04,88.71,2362.1
677,1,29,4,12551.75,89.34,2374.47
678,1,29,5,13057.53,93.52,2426.33
679,1,29,6,14138.94,101.42,2588.76
680,1,29,7,14029.69,102.65,2554.33
681,1,29,8,14169.97,101.27,2482.89
682,1,29,9,17531.03,102.29,2708.6
683,1,29,10,20189.02,112.13,3332.52
684,1,29,11,21450.73,115.94,3714.65
685,1,29,12,22540.92,119.42,3966.71
686,1,29,13,23250.02,119.8,3917.33
687,1,29,14,19795.04,119.71,3962.22
688,1,29,15,17305.9,113,3494.41
689,1,29,16,15182.07,105.38,2914.82
690,1,29,17,13939.92,100.72,2616.59
691,1,29,18,13561.35,98.31,2424.03
692,1,29,19,13343.28,95.76,2345.35
693,1,29,20,12949.09,94.08,2318.62
694,1,29,21,12678.74,92.56,2247.08
695,1,29,22,12381.62,88.86,2134.4
696,1,29,23,12046.15,84.8,1939
697,1,30,0,12062.54,84.61,1883.18
698,1,30,1,11902.72,84.08,1868.24
699,1,30,2,11809.1,83.82,1815.88
700,1,30,3,11740.23,83.62,1813.52
701,1,30,4,11781.08,84.5,1848.96
702,1,30,5,11971.35,86.07,1879.13
703,1,30,6,12319.21,90.45,1995.95
704,1,30,7,12650.77,92.76,2009.67
705,1,30,8,13562.23,93.09,1997.93
706,1,30,9,16766.43,93.39,2144.86
707,1,30,10,19356.98,93.51,2284.78
708,1,30,11,21909.04,96.3,2518.92
709,1,30,12,23081.4,96.22,2668.29
710,1,30,13,23617.42,98.76,2806.05
711,1,30,14,23117.16,101.33,2985.75
712,1,30,15,22569.89,106.21,3195.27
713,1,30,16,19426.13,105.06,3267.01
714,1,30,17,15112.22,98.85,2969.6
715,1,30,18,14107.79,97.15,2744.52
716,1,30,19,13358.61,95.32,2594.02
717,1,30,20,12879.45,92.38,2473.45
718,1,30,21,12525.53,89.62,2350.37
719,1,30,22,12324.73,88.19,2279.57
720,1,30,23,12129.06,85.67,2092.43
721,1,31,0,11794.53,84.12,1924.68
722,1,31,1,11648.66,84.03,1941.05
723,1,31,2,11590.98,84.37,1893.51
724,1,31,3,11574.9,84.37,1877.77
725,1,31,4,11580.68,85.69,1910.57
726,1,31,5,11922.55,87.02,1871.03
727,1,31,6,12209.59,90.09,2050.34
728,1,31,7,12443.29,91.74,2018.17
729,1,31,8,13311.76,90.86,2024.82
730,1,31,9,16589.41,92.59,2397.12
731,1,31,10,19330.35,95.63,2702.62
732,1,31,11,22247.83,103.27,3225.86
733,1,31,12,24505.4,112.82,3754.91
734,1,31,13,24644.33,116.73,4032
735,1,31,14,24197.78,120.91,4312.73
736,1,31,15,22020.58,122.54,4441.23
737,1,31,16,18121.33,120.53,4308.48
738,1,31,17,16014.37,117.73,4071.29
739,1,31,18,15144.28,114.41,3832.76
740,1,31,19,14499.5,111.19,3631.99
741,1,31,20,14096.65,107.13,3398.98
742,1,31,21,13692.57,103.99,3245.02
743,1,31,22,13379.11,101.53,3089.74
744,1,31,23,12975.83,98,2915.41
745,2,1,0,13052.86,96.5,2744.77
746,2,1,1,12738.03,95.17,2646.55
747,2,1,2,12438.76,93.16,2517.88
748,2,1,3,12484.11,93.33,2519.53
749,2,1,4,12714.21,94.94,2612.25
750,2,1,5,14015.28,103.24,2875.32
751,2,1,6,14564.74,107.47,3059.63
752,2,1,7,14943.25,111.08,3177.44
753,2,1,8,15094.94,110.72,3141.91
754,2,1,9,16232.52,111.84,3283.5
755,2,1,10,17716.99,117.29,3653.4
756,2,1,11,18828.64,119.97,3926.15
757,2,1,12,17648.5,123.75,4135.82
758,2,1,13,18723.78,124.17,4168.72
759,2,1,14,19824.56,125.82,4336.52
760,2,1,15,19000.21,127.05,4458.35
761,2,1,16,19521.06,128.4,4589.53
762,2,1,17,17241.23,126.33,4468.9
763,2,1,18,16043.03,123.3,4173.05
764,2,1,19,15502.71,116.96,3828.82
765,2,1,20,14803.04,112.37,3585.43
766,2,1,21,14166.58,108.43,3405.98
767,2,1,22,13762.69,103.09,3128.57
768,2,1,23,13069.6,99.42,3049.26
769,2,2,0,12770.46,94.1,2732.02
770,2,2,1,12867.89,92.43,2705.48
771,2,2,2,12945.45,92.29,2686.19
772,2,2,3,13000.02,92.53,2656.62
773,2,2,4,12934.04,95.27,2775.95
774,2,2,5,13691.32,102.22,2971.96
775,2,2,6,14472.12,109.44,3293.2
776,2,2,7,14940.32,111.67,3383.13
777,2,2,8,15609.61,111.48,3482.87
778,2,2,9,19278.88,117.92,3975.93
779,2,2,10,21532.71,124.92,4459.31
780,2,2,11,24696.06,131.67,4900.72
781,2,2,12,27241.6,142.01,5477.35
782,2,2,13,27512.21,146.47,5804.97
783,2,2,14,26746.16,146.66,5885.67
784,2,2,15,24662.22,149.21,6069.8
785,2,2,16,22242.24,148.6,6184.69
786,2,2,17,18647.79,143.15,5834.28
787,2,2,18,17397.49,136.95,5434.26
788,2,2,19,15847.69,126.77,4887.37
789,2,2,20,15592.1,123.58,4659.84
790,2,2,21,15239.94,119.42,4381.24
791,2,2,22,14868.11,114.98,4160.72
792,2,2,23,14355.68,109.12,3857
793,2,3,0,14270.6,104.88,3528.85
794,2,3,1,14006.87,103.33,3412.68
795,2,3,2,14156.16,103.76,3338.91
796,2,3,3,14107.5,104.18,3343.32
797,2,3,4,14061.69,104.55,3415.79
798,2,3,5,14512.89,107.91,3576.42
799,2,3,6,15159.54,112.93,3749.51
800,2,3,7,15616.64,115.9,3856.44
801,2,3,8,15992.48,116.55,3873.74
802,2,3,9,17661.96,120.53,4030.22
803,2,3,10,21611.54,127.94,4555.51
804,2,3,11,25867.08,138.32,5285.14
805,2,3,12,26425.49,145.82,5712.99
806,2,3,13,25724.21,147.12,5867.52
807,2,3,14,26534.06,150.44,6028.83
808,2,3,15,25569.49,152.14,6246.23
809,2,3,16,23145.98,153.24,6326.76
810,2,3,17,19586.41,147.03,5996.9
811,2,3,18,17668.35,139.38,5565.55
812,2,3,19,15767,127.46,4984.32
813,2,3,20,15642.34,123.59,4685.65
814,2,3,21,15255.53,119.84,4428.24
815,2,3,22,14599.54,114.76,4124.04
816,2,3,23,14051.63,109,3808.1
817,2,4,0,14155.15,106.3,3543.03
818,2,4,1,13933.79,104.19,3427.74
819,2,4,2,13728.09,103.76,3387.71
820,2,4,3,13613.55,103.17,3303.96
821,2,4,4,13516.87,104.07,3261.8
822,2,4,5,13787.37,105.41,3246.59
823,2,4,6,14246.04,108.24,3389.01
824,2,4,7,14623.63,109.1,3270.1
825,2,4,8,15766.1,108.5,3253.1
826,2,4,9,19234.35,112.87,3569.64
827,2,4,10,22111.61,121.57,4126.39
828,2,4,11,25063.59,127.54,4531.58
829,2,4,12,27317.74,136.01,4974.17
830,2,4,13,27283.21,136.55,5136.5
831,2,4,14,26660.52,136.23,5092.78
832,2,4,15,25294.55,139.71,5268.17
833,2,4,16,22642.98,140.41,5371.4
834,2,4,17,18812.45,136.42,5094.84
835,2,4,18,16820.6,129.5,4645.52
836,2,4,19,15625.26,120.49,4146.17
837,2,4,20,14807.45,114.88,3683.64
838,2,4,21,14041.86,109.46,3376.07
839,2,4,22,13283.88,101.99,2985.9
840,2,4,23,12491.22,94.74,2632.41
841,2,5,0,12702.35,93.29,2486.39
842,2,5,1,12683.87,91.62,2360.42
843,2,5,2,12692.11,91.08,2288.1
844,2,5,3,12579.19,90.47,2217.25
845,2,5,4,12529.87,91.27,2211.9
846,2,5,5,13090.97,95.63,2259.14
847,2,5,6,13623.26,99.2,2344.39
848,2,5,7,14011.24,100.67,2372.7
849,2,5,8,14927.52,99.42,2402.5
850,2,5,9,18319.29,100.58,2593.52
851,2,5,10,21003.9,104.55,2930.3
852,2,5,11,24637.14,114.92,3491.8
853,2,5,12,25817.25,120.11,3880.91
854,2,5,13,26142.89,123.36,4143.09
855,2,5,14,25682.05,125.89,4314.55
856,2,5,15,24052.81,127.29,4477.79
857,2,5,16,21508.85,127.22,4502.88
858,2,5,17,17706.69,124.02,4324.8
859,2,5,18,15837.32,116.9,3839.49
860,2,5,19,14839.09,112.02,3525.23
861,2,5,20,14267.12,107.92,3325.09
862,2,5,21,13467.89,102.49,3047.05
863,2,5,22,12899.96,95.77,2677.18
864,2,5,23,12441.29,90.64,2353.82
865,2,6,0,12131.42,87.4,2185.64
866,2,6,1,11886.56,86.4,2109.73
867,2,6,2,11684.15,85.81,2069.1
868,2,6,3,11782.18,86.01,1989.88
869,2,6,4,11822.63,86.84,2003.08
870,2,6,5,12040.5,88.56,2036.12
871,2,6,6,12410.94,91.93,2113.03
872,2,6,7,12629.92,92.87,2119.64
873,2,6,8,13881.12,93.31,2202.11
874,2,6,9,17138.27,93.88,2382.21
875,2,6,10,20012.56,98.51,2799.93
876,2,6,11,22992.4,105.11,3246.49
877,2,6,12,24855.97,116.61,3911.69
878,2,6,13,25263.44,120.71,4210.45
879,2,6,14,24839.17,123.84,4406.32
880,2,6,15,23463.35,125.24,4530.35
881,2,6,16,21043.69,125.13,4536.52
882,2,6,17,17341.85,121.65,4307.97
883,2,6,18,15582.41,117,3913.91
884,2,6,19,14644.25,111.73,3570.87
885,2,6,20,14041.09,106.93,3344.34
886,2,6,21,13639.55,101.38,3045.54
887,2,6,22,12645.1,92.94,2666.81
888,2,6,23,11959.82,87.72,2297.02
889,2,7,0,11723.22,86.38,2132.68
890,2,7,1,11614.98,85.71,2090.7
891,2,7,2,11592.25,86.12,2114.45
892,2,7,3,11545.39,85.44,2031.12
893,2,7,4,11556.87,85.92,2004.75
894,2,7,5,11806.8,87.74,2071.91
895,2,7,6,12208.99,89.67,2081.89
896,2,7,7,12391.51,91.11,2082.27
897,2,7,8,13589.56,92.4,2181.96
898,2,7,9,16905.81,94.52,2418.57
899,2,7,10,19677.21,98.42,2791.76
900,2,7,11,23000.47,107.08,3385.02
901,2,7,12,24610.74,114.04,3847.56
902,2,7,13,24681.04,117.48,4102
903,2,7,14,24283.44,120.75,4339.54
904,2,7,15,23235.33,123.24,4507.97
905,2,7,16,20839.35,123.67,4558.66
906,2,7,17,17029.84,121.08,4374.07
907,2,7,18,15153.36,114.69,3923.31
908,2,7,19,13922.16,108.19,3561.88
909,2,7,20,14180.53,108.39,3456.74
910,2,7,21,13711.31,104.68,3243.22
911,2,7,22,13211.69,97.04,2835.17
912,2,7,23,12183.75,88.63,2426.3
913,2,8,0,12269.33,87.53,2232.27
914,2,8,1,12259.02,88.89,2221.38
915,2,8,2,12213.41,88.9,2164.74
916,2,8,3,11991.92,87.85,2091.01
917,2,8,4,12207.54,88.86,2084.98
918,2,8,5,12857.29,94.67,2128.51
919,2,8,6,13388.14,98.35,2253.34
920,2,8,7,13860.1,99.8,2281.25
921,2,8,8,15060.13,99.99,2364.66
922,2,8,9,18443.16,102.55,2661.76
923,2,8,10,22202.15,114.09,3282.92
924,2,8,11,25027.39,120.72,3916.51
925,2,8,12,26456.53,127.67,4417.53
926,2,8,13,26792.75,133.7,4865.63
927,2,8,14,26454.98,137.64,5122.55
928,2,8,15,26071.94,145.2,5461.82
929,2,8,16,23221.79,143.95,5548.03
930,2,8,17,19423.61,139.35,5312.71
931,2,8,18,16722.24,129.78,4697.01
932,2,8,19,16074.07,123.25,4226.62
933,2,8,20,15234.46,116.33,3870.75
934,2,8,21,14614.49,110.78,3499.64
935,2,8,22,13749.18,101.54,3036.75
936,2,8,23,12699.29,93.39,2600.7
937,2,9,0,12504.4,91.3,2348.08
938,2,9,1,12635.39,90.82,2285.52
939,2,9,2,12438.18,90.51,2303.81
940,2,9,3,12288.33,90.17,2231.71
941,2,9,4,12414.92,91.61,2216.8
942,2,9,5,12979.38,96.03,2276.24
943,2,9,6,13469.03,99.92,2374.49
944,2,9,7,13821.58,101.05,2381.67
945,2,9,8,15376.74,100.84,2442.08
946,2,9,9,18270.06,103.86,2811.74
947,2,9,10,21242.93,113.84,3386.27
948,2,9,11,23282.06,121.98,4018.08
949,2,9,12,23353.53,125.05,4305.32
950,2,9,13,24841.43,133.16,4777.17
951,2,9,14,25394.16,140.58,5292.25
952,2,9,15,21085.85,137.92,5158.8
953,2,9,16,19272.79,134.78,5014.72
954,2,9,17,17105.23,128.28,4681.64
955,2,9,18,16206.55,125.26,4398.37
956,2,9,19,15631.39,119.72,4075.81
957,2,9,20,15142.63,114.85,3821.61
958,2,9,21,14700.77,111.16,3592.52
959,2,9,22,13397.96,101.45,3161.62
960,2,9,23,13351.68,98.05,2897.3
961,2,10,0,12559.76,91.09,2569.94
962,2,10,1,12624.02,90.63,2478.69
963,2,10,2,12522.96,91.43,2489.92
964,2,10,3,12463.91,91.37,2433.73
965,2,10,4,12429.99,92.09,2419.57
966,2,10,5,12958.63,95.27,2516.42
967,2,10,6,13516.84,98.67,2642.27
968,2,10,7,14001.7,101.34,2694.12
969,2,10,8,14980.09,102.35,2749.65
970,2,10,9,18672.94,108.31,3055.74
971,2,10,10,21122.76,119.69,3748.43
972,2,10,11,24609.2,126.13,4225.06
973,2,10,12,26705.89,133.27,4689.02
974,2,10,13,27090.83,137.4,5075.49
975,2,10,14,25381.15,138.74,5174.53
976,2,10,15,25761.1,139.27,5261.48
977,2,10,16,23500.18,142.69,5455.81
978,2,10,17,19270.58,137.7,5273.91
979,2,10,18,16402.09,126.04,4588.37
980,2,10,19,15723.4,121.55,4255.81
981,2,10,20,15083.4,115.18,3915.7
982,2,10,21,14690.63,110.65,3602.56
983,2,10,22,13975.45,103.98,3243.94
984,2,10,23,13199.69,96.86,2859.63
985,2,11,0,12420.73,90.96,2460.75
986,2,11,1,12372.75,89.47,2272.46
987,2,11,2,12254.33,88.24,2204.82
988,2,11,3,12184.46,88.72,2181.89
989,2,11,4,12282.05,89.73,2189.79
990,2,11,5,12822.96,95.12,2348.93
991,2,11,6,13204.7,97.33,2358.96
992,2,11,7,13592.48,100.02,2433.47
993,2,11,8,15049.85,100.09,2527.78
994,2,11,9,18323.31,102.86,2847.11
995,2,11,10,21984.6,112.72,3429.4
996,2,11,11,24976.59,123.48,4182.92
997,2,11,12,26414.04,127.88,4517.21
998,2,11,13,26729.15,131.03,4737.78
999,2,11,14,26700.47,136.33,5072.79
1000,2,11,15,25889.35,143.33,5536.5
1001,2,11,16,23179.64,141.65,5533.83
1002,2,11,17,18315.45,131.69,5150.94
1003,2,11,18,16657.32,128.12,4723.32
1004,2,11,19,15715.19,120.91,4270.96
1005,2,11,20,14940.24,115.5,4003.22
1006,2,11,21,15538.59,113.72,3623.88
1007,2,11,22,18581.9,118.1,3148.13
1008,2,11,23,16210.35,104.7,2747.4
1009,2,12,0,14933.98,97.69,2544.41
1010,2,12,1,13889.79,94.15,2489.38
1011,2,12,2,14232.32,97.08,2417.2
1012,2,12,3,14603.79,97.99,2360.07
1013,2,12,4,14608.65,99.67,2416.36
1014,2,12,5,15148.42,104.36,2546.99
1015,2,12,6,15741.62,108.52,2674.64
1016,2,12,7,15281.4,106.78,2725.17
1017,2,12,8,16753.9,107.61,2855.38
1018,2,12,9,19479.2,112.29,3332.98
1019,2,12,10,22927.8,121.03,4056.33
1020,2,12,11,24699.41,125.09,4584.45
1021,2,12,12,25911.07,130.08,4962.59
1022,2,12,13,25286.38,133.4,5229.42
1023,2,12,14,24018.13,132.59,5188.01
1024,2,12,15,22009.62,129.68,5073.34
1025,2,12,16,18925.77,126.38,4894.92
1026,2,12,17,16780.54,121.89,4662.81
1027,2,12,18,14479.71,113.38,4137.35
1028,2,12,19,15224.11,112.1,3656.13
1029,2,12,20,14865.21,109.34,3479.03
1030,2,12,21,14760.46,107.77,3259.42
1031,2,12,22,15696.57,106.26,2869.76
1032,2,12,23,15390.32,101.9,2689.03
1033,2,13,0,15009.75,98.47,2504.51
1034,2,13,1,14941.8,97.98,2392.68
1035,2,13,2,14569.29,96.29,2269.62
1036,2,13,3,13912.31,91.95,2098.48
1037,2,13,4,13989.54,93.07,2131.78
1038,2,13,5,14900.47,98.8,2326.35
1039,2,13,6,15157.25,99.72,2377.32
1040,2,13,7,15163.98,100.08,2377.63
1041,2,13,8,13345.27,91.8,2344.74
1042,2,13,9,14735.41,93.65,2456.49
1043,2,13,10,16277.83,96.08,2634.26
1044,2,13,11,18552.49,99.3,2928.79
1045,2,13,12,22880.82,107.92,3520.19
1046,2,13,13,22854.39,114.6,4000.82
1047,2,13,14,21506.8,118.49,4266.02
1048,2,13,15,21629.27,118.61,4292.48
1049,2,13,16,20635.06,119.28,4317.63
1050,2,13,17,17241.59,116.67,4119.16
1051,2,13,18,15251.68,112.61,3743.64
1052,2,13,19,14514.9,110.11,3475.04
1053,2,13,20,14009.79,106.31,3298.65
1054,2,13,21,13731.57,103.53,3123.67
1055,2,13,22,13107.66,97.1,2843.77
1056,2,13,23,12313.1,89.84,2325.3
1057,2,14,0,12135.75,87.79,2215.11
1058,2,14,1,12014.94,86.61,2141.79
1059,2,14,2,11986.18,85.79,2116.97
1060,2,14,3,11954.21,85.86,2142.33
1061,2,14,4,12066.38,87.31,2142.07
1062,2,14,5,12334.22,89.83,2151.48
1063,2,14,6,12638.7,92.94,2271.96
1064,2,14,7,12824.61,93.45,2249.92
1065,2,14,8,14348.36,92.99,2286.38
1066,2,14,9,17717.83,95.64,2501.85
1067,2,14,10,20680.32,99.53,2800.62
1068,2,14,11,23590.44,102.92,3055.6
1069,2,14,12,25472.65,109.49,3442.7
1070,2,14,13,25663.93,113.28,3767.42
1071,2,14,14,25122.94,114.72,3810.21
1072,2,14,15,23610.82,114.96,3868.56
1073,2,14,16,20528.79,113.56,3835.68
1074,2,14,17,17013.77,111.7,3661.02
1075,2,14,18,14720.57,106.85,3310.92
1076,2,14,19,13591,100.06,2942.77
1077,2,14,20,13187.92,96.88,2766.87
1078,2,14,21,12929.24,96.97,2655.72
1079,2,14,22,13377.16,98.09,2559.92
1080,2,14,23,12306.32,91.69,2305.79
1081,2,15,0,12370.62,89.25,2066.26
1082,2,15,1,12296.94,88.9,2025.99
1083,2,15,2,12258.05,88.09,1973.5
1084,2,15,3,12226.99,87.39,1894.56
1085,2,15,4,12433.61,88.85,1869.58
1086,2,15,5,13123.94,96.06,2025.72
1087,2,15,6,13428.17,99.24,2117.35
1088,2,15,7,13336.45,98.18,2050.71
1089,2,15,8,14683.89,97.16,2166.08
1090,2,15,9,17422.97,96.3,2221.38
1091,2,15,10,20338.76,99.48,2551.28
1092,2,15,11,22261.14,101.81,2822.57
1093,2,15,12,22869.12,102.62,3038.24
1094,2,15,13,23162.93,102.22,3113.33
1095,2,15,14,23223.37,106.03,3370.4
1096,2,15,15,20182.12,108,3524.73
1097,2,15,16,17818.02,105.4,3427.9
1098,2,15,17,15265.66,103.91,3342.5
1099,2,15,18,13721.83,100.07,3070.04
1100,2,15,19,14034.74,99.88,2804.24
1101,2,15,20,13368.24,96.93,2631.28
1102,2,15,21,13411.52,95.46,2517.56
1103,2,15,22,14711.06,97.95,2355.45
1104,2,15,23,13855.49,92,2098.35
1105,2,16,0,13315.24,88.37,1816.39
1106,2,16,1,13475.86,88.62,1787.78
1107,2,16,2,13269.21,87.89,1772.58
1108,2,16,3,13451.53,89.5,1840.04
1109,2,16,4,13405.87,89.24,1799.11
1110,2,16,5,14075.7,93.62,1924.31
1111,2,16,6,14756.32,97.52,2118.48
1112,2,16,7,14602.47,96.9,2162.31
1113,2,16,8,14749.8,95.18,2397.09
1114,2,16,9,17017.58,96.05,2553.34
1115,2,16,10,18965.6,97.46,2722.18
1116,2,16,11,22512.57,103.16,3075.57
1117,2,16,12,24610.54,109.08,3576.24
1118,2,16,13,25346.64,112.11,3758.86
1119,2,16,14,24813.93,115.29,3989.47
1120,2,16,15,19555.55,115.23,4013.38
1121,2,16,16,18895.82,114.49,4027.04
1122,2,16,17,16683.98,112.21,3878.51
1123,2,16,18,14491.98,109.85,3631.79
1124,2,16,19,14241.84,108.57,3353.43
1125,2,16,20,14003.2,106.18,3058.76
1126,2,16,21,14418.23,106.59,2975.66
1127,2,16,22,15168.3,104.08,2603.94
1128,2,16,23,14565.35,98.91,2316
1129,2,17,0,14499.71,96.39,2125.98
1130,2,17,1,13853.16,93.27,2035.46
1131,2,17,2,13902.73,93.24,1967.03
1132,2,17,3,13962.75,93.38,1932.12
1133,2,17,4,13882.4,92.69,1850.16
1134,2,17,5,14532.2,97.54,1961.72
1135,2,17,6,15708.46,103.36,2070.39
1136,2,17,7,15569.96,102.34,2031.51
1137,2,17,8,15950.2,96.91,2087.78
1138,2,17,9,18507.47,97.51,2292.65
1139,2,17,10,21213.61,100,2561.55
1140,2,17,11,23846.63,103.6,2927.43
1141,2,17,12,25158.89,107.71,3262.1
1142,2,17,13,25369.7,112.54,3571.27
1143,2,17,14,25167.92,113.99,3651.94
1144,2,17,15,23075.49,114.6,3759.9
1145,2,17,16,20371.77,112.74,3674.4
1146,2,17,17,17172.59,109.59,3509.68
1147,2,17,18,14566.83,105.17,3177.39
1148,2,17,19,13866.91,100.59,2751.1
1149,2,17,20,12993.37,98.34,2620.04
1150,2,17,21,12483.81,95.16,2470.5
1151,2,17,22,13030.36,94.34,2258.79
1152,2,17,23,13770.24,93.64,1986.55
1153,2,18,0,14054.97,93.75,1890.25
1154,2,18,1,14516.17,95.89,1935.19
1155,2,18,2,13858.3,91.27,1756.68
1156,2,18,3,13811.02,91.6,1780.81
1157,2,18,4,13991.95,91.92,1684.97
1158,2,18,5,14945.64,99.8,1918.07
1159,2,18,6,15117.41,101.37,1910.17
1160,2,18,7,15637.04,102.67,1882.2
1161,2,18,8,17122.38,102.25,2053.54
1162,2,18,9,18772.56,98.1,2230.81
1163,2,18,10,21614.29,101.78,2548.4
1164,2,18,11,24149.93,105.99,2821.34
1165,2,18,12,25070.18,106.96,2983.89
1166,2,18,13,24457.41,107.95,3201.09
1167,2,18,14,23259.27,110.3,3391.08
1168,2,18,15,21926.67,111.86,3516.2
1169,2,18,16,20371.27,110.59,3575.83
1170,2,18,17,16920.6,108.12,3429.95
1171,2,18,18,14523.53,104.24,3101.36
1172,2,18,19,14032.29,101.89,2941.43
1173,2,18,20,13070.81,97.96,2752.84
1174,2,18,21,13836.02,98.45,2595.96
1175,2,18,22,15286.22,101.09,2425.55
1176,2,18,23,14200,93.83,2097.24
1177,2,19,0,13941.33,90.71,1841.59
1178,2,19,1,14020.87,88.66,1844.33
1179,2,19,2,14165.39,89.09,1787.69
1180,2,19,3,13637,86.72,1706.92
1181,2,19,4,13068.33,86.95,1779.28
1182,2,19,5,14778.81,94.92,1703.41
1183,2,19,6,15426.72,101.85,1805.59
1184,2,19,7,14426.99,98.77,1843.62
1185,2,19,8,16096.32,97.89,2052.78
1186,2,19,9,19419.5,104.44,2612.88
1187,2,19,10,21737.64,106.47,2910.35
1188,2,19,11,23940.14,110,3193.59
1189,2,19,12,25178.52,115.38,3596.95
1190,2,19,13,25576.22,123.19,4149.67
1191,2,19,14,25341.5,122.93,4231.64
1192,2,19,15,23455.64,125.6,4479.03
1193,2,19,16,20829.29,124.71,4525.13
1194,2,19,17,17144.69,122.59,4448.48
1195,2,19,18,14504.63,115.64,3982.41
1196,2,19,19,13968.04,109.92,3544.27
1197,2,19,20,13139.06,104.92,3264.23
1198,2,19,21,13840.5,104.94,3033.69
1199,2,19,22,15640.18,106.58,2689.45
1200,2,19,23,14253.15,97.22,2297.3
1201,2,20,0,13875.65,93.23,2049.69
1202,2,20,1,13877.02,92.64,2002.81
1203,2,20,2,13814.52,92.18,1927.32
1204,2,20,3,13736,92.02,1895.49
1205,2,20,4,13540.72,92.05,1937.79
1206,2,20,5,13755.24,92.57,1893.56
1207,2,20,6,14036.79,96.32,2036.26
1208,2,20,7,14021.37,95.93,1933.3
1209,2,20,8,15600.74,94.13,1997.58
1210,2,20,9,18120.59,95.93,2474.2
1211,2,20,10,20999.37,100.76,2848.71
1212,2,20,11,23720.54,108.94,3392.72
1213,2,20,12,25801.95,116.99,3820.12
1214,2,20,13,26411.24,124.36,4316.98
1215,2,20,14,26160.45,131.25,4792.17
1216,2,20,15,24736.51,130.61,4830.93
1217,2,20,16,22158.72,129.27,4762.92
1218,2,20,17,18575.42,125.36,4493.45
1219,2,20,18,15141.5,115.16,3902.94
1220,2,20,19,14928.23,111.91,3530.4
1221,2,20,20,13830.83,106.54,3305.73
1222,2,20,21,13341.16,101.39,3014.21
1223,2,20,22,13039.64,98.08,2852.35
1224,2,20,23,12678.15,93.37,2569.89
1225,2,21,0,12325.4,89.89,2352.95
1226,2,21,1,12130.9,88.32,2231.83
1227,2,21,2,11971.19,87.36,2087.09
1228,2,21,3,11814.44,85.67,2015.59
1229,2,21,4,11916.6,85.74,1961.87
1230,2,21,5,12230.32,88.8,2087.08
1231,2,21,6,12587.32,91.41,2143.62
1232,2,21,7,12803.14,91.35,2073.17
1233,2,21,8,14815.87,91.39,2160.07
1234,2,21,9,18023.05,94.5,2461.91
1235,2,21,10,21010.47,99.85,2817.53
1236,2,21,11,23879.49,106.79,3208.71
1237,2,21,12,25717.8,115.48,3651.67
1238,2,21,13,26133.95,117.82,3798.3
1239,2,21,14,25572.75,119.78,3935.6
1240,2,21,15,24078.38,121.69,4095.99
1241,2,21,16,21668.03,121.1,4102.94
1242,2,21,17,17815.15,117.28,3935.78
1243,2,21,18,15151.36,112.02,3553.19
1244,2,21,19,14930.75,109.62,3296.58
1245,2,21,20,14347.39,107.56,3174.24
1246,2,21,21,13393.64,101.24,2875.2
1247,2,21,22,12872.49,95.51,2551.34
1248,2,21,23,12488.03,91.64,2304.16
1249,2,22,0,12553.21,89.95,2167.92
1250,2,22,1,12441.09,89.34,2089.1
1251,2,22,2,12329.61,88.7,2032.41
1252,2,22,3,12202.09,88.48,2023.29
1253,2,22,4,12373.26,89.36,1999.89
1254,2,22,5,12958.51,93.87,2106.29
1255,2,22,6,13545.6,98.07,2201.95
1256,2,22,7,14124.39,99.61,2144.51
1257,2,22,8,15692.91,98.22,2370.11
1258,2,22,9,19030.92,103.03,2778.89
